"","date","temp_mean","HR_mean","total","cvd","resp","dow","pm10_mean.mean","X","holidays","year","males","females","RETI_65.79","RETII_.80","females_RETI_65.79","males_RETI_65.79","females_RETII_.80","males_RETII_.80","white","colored","males_white","males_colored","females_white","females_colored","RETI_65.79_white","RETII_.80_white","RETI_65.79_colored","RETII_.80_colored"
"3504",2009-08-04,23.3333333333333,69.5,92,37,4,"Sunday",49.462760304,NA,"0",2009,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"3505",2009-08-05,27.7777777777778,73.375,115,46,3,"Monday",75.746743872,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3506",2009-08-06,26.3888888888889,76.375,116,47,7,"Tuesday",54.451928779,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3507",2009-08-07,28.3333333333333,75.625,115,38,5,"Wednesday",46.942724912,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3508",2009-08-08,25,50.5,104,42,4,"Thursday",20.612770938,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3509",2009-08-09,21.6666666666667,62,108,46,6,"Friday",24.094226979,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3510",2009-08-10,20.2777777777778,73.5,85,38,6,"Saturday",12.615690762,NA,"0",2009,38,47,13,4,7,6,2,2,72,10,33,5,40,6,11,4,2,1
"3511",2009-08-11,20.8333333333333,85.625,103,32,9,"Sunday",32.1181529284,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3512",2009-08-12,21.6666666666667,67.625,108,45,5,"Monday",46.070050962,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3513",2009-08-13,23.3333333333333,72.875,109,46,9,"Tuesday",44.957100026,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3514",2009-08-14,24.4444444444444,62.75,105,40,3,"Wednesday",48.050057173,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3515",2009-08-15,20.8333333333333,67,88,46,5,"Thursday",29.031165461,NA,"0",2009,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
"3516",2009-08-16,20.2777777777778,76.5,91,36,7,"Friday",20.082603394,NA,"0",2009,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"3517",2009-08-17,20.5555555555556,79.125,108,46,9,"Saturday",33.0532378335,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3518",2009-08-18,21.3888888888889,90.375,97,40,6,"Sunday",34.0628206496,NA,"0",2009,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"3519",2009-08-19,24.4444444444444,79,104,43,7,"Monday",43.637048219,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3520",2009-08-20,25,86,97,35,4,"Tuesday",48.561602684,NA,"0",2009,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"3521",2009-08-21,25.5555555555556,81.25,111,48,7,"Wednesday",63.094981805,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3522",2009-08-22,26.1111111111111,83.75,99,44,7,"Thursday",60.6558216,NA,"0",2009,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"3523",2009-08-23,21.1111111111111,63.375,88,32,5,"Friday",15.460197498,NA,"0",2009,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
"3524",2009-08-24,21.6666666666667,69.375,113,50,6,"Saturday",28.493699426,NA,"0",2009,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"3525",2009-08-25,20.8333333333333,74.5,88,39,12,"Sunday",35.8462776823,NA,"0",2009,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
"3526",2009-08-26,22.2222222222222,79.625,84,37,6,"Monday",47.491133106,NA,"0",2009,38,46,13,4,7,6,2,2,71,10,32,5,39,6,11,4,2,1
"3527",2009-08-27,21.1111111111111,84.625,91,35,11,"Tuesday",22.993598859,NA,"0",2009,41,50,14,5,8,6,3,2,77,11,35,5,43,6,12,4,2,1
"3528",2009-08-28,20.2777777777778,79,92,38,3,"Wednesday",35.9633473486,NA,"0",2009,41,51,14,5,8,6,3,2,78,11,35,5,43,6,12,4,2,1
"3529",2009-08-29,20.8333333333333,70.125,110,49,10,"Thursday",24.369763089,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3530",2009-08-30,20.5555555555556,69.625,106,51,6,"Friday",31.334585502,NA,"0",2009,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"3531",2009-08-31,21.3888888888889,69,99,36,9,"Saturday",50.097220046,NA,"0",2009,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"3532",2009-09-01,23.0555555555556,66.625,105,43,8,"Sunday",51.933391333,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3533",2009-09-02,21.6666666666667,68.375,105,41,11,"Monday",51.914736927,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3534",2009-09-03,22.7777777777778,75.625,90,41,11,"Tuesday",84.994942397,NA,"0",2009,40,50,14,4,7,6,2,2,76,11,34,5,42,6,11,4,2,1
"3535",2009-09-04,22.7777777777778,72.875,116,50,5,"Wednesday",118.013087003,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3536",2009-09-05,23.3333333333333,80.125,97,41,3,"Thursday",74.872443716,NA,"0",2009,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"3537",2009-09-06,23.3333333333333,90.5,116,49,10,"Friday",55.470877451,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3538",2009-09-07,23.0555555555556,90,120,52,7,"Saturday",51.838584814,135,"1",2009,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"3539",2009-09-08,22.7777777777778,94,108,47,9,"Sunday",61.345894529,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3540",2009-09-09,20.2777777777778,87,110,44,9,"Monday",31.7164196484,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3541",2009-09-10,20.8333333333333,71.875,101,37,7,"Tuesday",46.675165867,NA,"0",2009,45,56,15,5,8,7,3,2,86,12,39,5,47,7,13,4,2,1
"3542",2009-09-11,19.4444444444444,71.875,95,35,8,"Wednesday",37.2318657379,NA,"0",2009,43,52,14,5,8,6,3,2,81,11,36,5,44,6,12,4,2,1
"3543",2009-09-12,14.4444444444444,73.875,88,36,13,"Thursday",17.748802969,NA,"0",2009,40,48,13,4,7,6,2,2,75,11,34,5,41,6,11,4,2,1
"3544",2009-09-13,13.3333333333333,65.125,97,39,4,"Friday",22.430879187,NA,"0",2009,44,53,15,5,8,7,3,2,82,12,37,5,45,6,12,4,2,1
"3545",2009-09-14,11.6666666666667,75.125,100,39,7,"Saturday",15.956611963,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3546",2009-09-15,15,83.125,111,33,9,"Sunday",18.992986527,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3547",2009-09-16,14.7222222222222,77.625,118,51,12,"Monday",18.521273482,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3548",2009-09-17,15.8333333333333,81.375,93,40,4,"Tuesday",11.100259776,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3549",2009-09-18,16.6666666666667,77.25,111,53,7,"Wednesday",20.083630415,NA,"0",2009,50,61,17,6,9,7,3,2,94,13,42,6,52,7,14,5,2,1
"3550",2009-09-19,16.1111111111111,67.125,119,46,11,"Thursday",30.073618805,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3551",2009-09-20,14.7222222222222,91.25,116,53,10,"Friday",43.004168825,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3552",2009-09-21,17.7777777777778,75.625,108,42,5,"Saturday",40.9927976412,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3553",2009-09-22,16.9444444444444,65.75,93,47,8,"Sunday",22.923177369,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3554",2009-09-23,15,84.75,109,41,6,"Monday",38.9370006178,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3555",2009-09-24,13.8888888888889,62.75,130,54,6,"Tuesday",25.379420604,NA,"0",2009,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"3556",2009-09-25,11.6666666666667,61.5,104,45,7,"Wednesday",42.942670553,NA,"0",2009,47,57,16,5,9,7,3,2,88,12,40,6,49,7,13,4,2,1
"3557",2009-09-26,15.8333333333333,99.125,110,46,10,"Thursday",26.403632428,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3558",2009-09-27,14.7222222222222,79.875,123,51,7,"Friday",17.799265461,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3559",2009-09-28,11.9444444444444,78.75,108,47,8,"Saturday",14.763802452,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3560",2009-09-29,14.1666666666667,76.625,98,38,6,"Sunday",18.828013708,NA,"0",2009,44,54,15,5,8,7,3,2,83,12,37,5,46,6,12,4,2,1
"3561",2009-09-30,17.2222222222222,65.25,127,58,8,"Monday",29.544148026,NA,"0",2009,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3562",2009-10-01,16.6666666666667,70.75,121,54,7,"Tuesday",44.231212894,NA,"0",2009,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"3563",2009-10-02,13.8888888888889,66.375,108,51,7,"Wednesday",26.25950174,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3564",2009-10-03,8.05555555555556,69.75,103,42,7,"Thursday",10.109279615,NA,"0",2009,46,57,15,5,8,7,3,2,88,12,39,6,48,7,13,4,2,1
"3565",2009-10-04,8.33333333333333,71.375,107,54,6,"Friday",28.651564655,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3566",2009-10-05,11.9444444444444,68.625,94,41,4,"Saturday",33.0910454484,NA,"0",2009,42,52,14,5,8,6,3,2,80,11,36,5,44,6,12,4,2,1
"3567",2009-10-06,17.5,69.75,119,43,5,"Sunday",40.7513002987,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3568",2009-10-07,11.9444444444444,92.625,109,42,12,"Monday",11.955707912,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3569",2009-10-08,7.5,84.625,99,47,4,"Tuesday",7.955707912,NA,"0",2009,45,54,15,5,8,7,3,2,84,12,38,5,46,7,13,4,2,1
"3570",2009-10-09,8.61111111111111,66.125,116,59,7,"Wednesday",27.472199785,NA,"0",2009,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3571",2009-10-10,5.83333333333333,81.75,108,44,12,"Thursday",11.524198159,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3572",2009-10-11,5.55555555555556,68.875,127,51,7,"Friday",43.294145094,NA,"0",2009,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3573",2009-10-12,16.1111111111111,76.625,93,43,8,"Saturday",31.2276447744,136,"1",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3574",2009-10-13,18.8888888888889,82.5,130,59,13,"Sunday",38.8325940175,NA,"0",2009,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"3575",2009-10-14,13.8888888888889,89.25,115,48,10,"Monday",17.757074464,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3576",2009-10-15,17.7777777777778,66.25,118,51,7,"Tuesday",54.254426505,NA,"0",2009,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3577",2009-10-16,17.2222222222222,96.5,124,58,13,"Wednesday",45.672971619,NA,"0",2009,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3578",2009-10-17,15,84.375,107,51,15,"Thursday",38.7025606598,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3579",2009-10-18,8.05555555555556,54.125,102,40,7,"Friday",22.197087037,NA,"0",2009,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"3580",2009-10-19,7.22222222222222,68.625,119,51,12,"Saturday",22.293377262,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3581",2009-10-20,8.61111111111111,90.25,110,56,9,"Sunday",32.272671903,NA,"0",2009,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
"3582",2009-10-21,11.6666666666667,76.875,106,55,6,"Monday",40.3367213087,NA,"0",2009,48,58,16,5,9,7,3,2,90,13,41,6,50,7,14,5,2,1
"3583",2009-10-22,13.0555555555556,96.875,117,49,11,"Tuesday",37.7224374428,NA,"0",2009,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"3584",2009-10-23,6.11111111111111,90.5,107,51,11,"Wednesday",12.719800035,NA,"0",2009,48,59,16,5,9,7,3,2,91,13,41,6,50,7,14,5,2,1
"3585",2009-10-24,8.88888888888889,83.125,93,37,11,"Thursday",27.60940661,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3586",2009-10-25,11.3888888888889,66.125,115,54,8,"Friday",25.832850587,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3587",2009-10-26,16.6666666666667,96.375,121,50,10,"Saturday",26.365771288,NA,"0",2009,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"3588",2009-10-27,15,73.75,123,50,12,"Sunday",15.861592248,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3589",2009-10-28,8.05555555555556,75.5,105,47,5,"Monday",36.1772238965,NA,"0",2009,47,58,16,5,9,7,3,2,89,13,40,6,49,7,13,4,2,1
"3590",2009-10-29,10.2777777777778,93.875,127,55,6,"Tuesday",32.0406887811,NA,"0",2009,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3591",2009-10-30,6.94444444444444,59.142857143,117,55,5,"Wednesday",19.347079485,NA,"0",2009,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"3592",2009-10-31,0.555555555555556,64.5,93,46,8,"Thursday",31.032409541,NA,"0",2009,42,51,14,5,8,6,3,2,79,11,36,5,43,6,12,4,2,1
"3593",2009-11-01,-0.555555555555556,65.625,125,54,12,"Friday",21.564181557,NA,"0",2009,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"3594",2009-11-02,-1.66666666666667,80,131,53,15,"Saturday",11.003371832,137,"1",2009,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"3595",2009-11-03,1.94444444444444,54.75,108,40,10,"Sunday",27.347583066,NA,"0",2009,49,59,16,5,9,7,3,2,92,13,41,6,50,7,14,5,2,1
"3596",2009-11-04,5.55555555555556,61.625,123,44,3,"Monday",42.249991719,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3597",2009-11-05,8.05555555555556,88.125,123,56,4,"Tuesday",37.1939157338,NA,"0",2009,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3598",2009-11-06,12.2222222222222,99.25,119,52,11,"Wednesday",38.2262988203,NA,"0",2009,54,65,18,6,10,8,3,3,101,14,46,6,56,8,15,5,2,1
"3599",2009-11-07,6.11111111111111,92.875,124,51,11,"Thursday",17.812861393,NA,"0",2009,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3600",2009-11-08,2.77777777777778,88.125,100,39,5,"Friday",31.2633173484,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3601",2009-11-09,1.38888888888889,85.125,100,37,11,"Saturday",5.572916814,NA,"0",2009,45,55,15,5,8,7,3,2,85,12,38,5,47,7,13,4,2,1
"3602",2009-11-10,-2.22222222222222,77,112,48,7,"Sunday",8.600091997,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3603",2009-11-11,-3.05555555555556,57.125,114,55,13,"Monday",14.664106008,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3604",2009-11-12,-5,49.625,131,62,10,"Tuesday",13.52340688,NA,"0",2009,59,72,20,7,11,9,4,3,111,16,50,7,61,9,17,6,2,1
"3605",2009-11-13,-5.27777777777778,62.5,115,51,14,"Wednesday",28.040508364,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3606",2009-11-14,-3.88888888888889,63.285714286,128,55,12,"Thursday",22.317685307,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3607",2009-11-15,4.44444444444444,49,120,51,10,"Friday",32.8826914779,138,"1",2009,54,66,18,6,10,8,3,3,102,14,46,6,56,8,15,5,2,1
"3608",2009-11-16,8.88888888888889,48,135,55,14,"Saturday",28.947025662,NA,"0",2009,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"3609",2009-11-17,5.27777777777778,77.375,124,48,12,"Sunday",15.683046533,NA,"0",2009,56,68,19,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3610",2009-11-18,-0.555555555555556,77.5,114,51,5,"Monday",18.661018299,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3611",2009-11-19,-1.38888888888889,64,126,48,11,"Tuesday",18.655407455,NA,"0",2009,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"3612",2009-11-20,-1.66666666666667,89.375,128,59,8,"Wednesday",22.689591881,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3613",2009-11-21,1.11111111111111,80.125,117,60,14,"Thursday",12.815515289,NA,"0",2009,53,64,18,6,10,8,3,3,99,14,45,6,55,8,15,5,2,1
"3614",2009-11-22,1.38888888888889,79.375,137,55,10,"Friday",26.72327722,NA,"0",2009,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"3615",2009-11-23,1.94444444444444,95.5,129,63,9,"Saturday",28.789087572,NA,"0",2009,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"3616",2009-11-24,1.66666666666667,91.125,139,63,19,"Sunday",17.102214615,NA,"0",2009,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"3617",2009-11-25,-3.05555555555556,73.75,125,55,12,"Monday",10.085552006,NA,"0",2009,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"3618",2009-11-26,-6.66666666666667,68.25,129,48,14,"Tuesday",21.59894803,NA,"0",2009,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"3619",2009-11-27,-5.27777777777778,78.125,121,61,10,"Wednesday",34.070958075,NA,"0",2009,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"3620",2009-11-28,-1.38888888888889,76.5,126,66,8,"Thursday",25.654563488,NA,"0",2009,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"3621",2009-11-29,0.833333333333333,71,165,72,17,"Friday",28.305122696,NA,"0",2009,74,91,25,8,14,11,5,4,140,20,63,9,77,11,21,7,3,1
"3622",2009-11-30,4.72222222222222,90.875,146,62,16,"Saturday",14.558627982,NA,"0",2009,66,80,22,7,12,10,4,3,124,18,56,8,68,10,19,6,3,1
"3623",2009-12-01,-0.833333333333333,82.25,125,61,13,"Sunday",13.66684039,NA,"0",2009,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"3624",2009-12-02,-2.5,79.25,129,55,12,"Monday",26.268237165,NA,"0",2009,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"3625",2009-12-03,-1.11111111111111,82.5,141,65,14,"Tuesday",23.7441714,NA,"0",2009,63,78,21,7,12,10,4,3,120,17,54,8,66,9,18,6,3,1
"3626",2009-12-04,-3.05555555555556,81.625,130,60,6,"Wednesday",24.215716346,NA,"0",2009,58,72,20,6,11,9,4,3,110,16,50,7,61,9,17,6,2,1
"3627",2009-12-05,0.277777777777778,96.125,135,62,13,"Thursday",24.43377319,NA,"0",2009,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"3628",2009-12-06,0.833333333333333,83,151,62,18,"Friday",24.216314544,NA,"0",2009,68,83,23,8,12,10,4,3,128,18,58,8,71,10,19,6,3,1
"3629",2009-12-07,-0.833333333333333,75.125,144,67,20,"Saturday",19.818124723,NA,"0",2009,65,79,22,7,12,10,4,3,122,17,55,8,67,10,18,6,3,1
"3630",2009-12-08,-1.94444444444444,75.375,152,65,15,"Sunday",14.648250493,NA,"0",2009,68,84,23,8,13,10,4,3,129,18,58,8,71,10,19,6,3,1
"3631",2009-12-09,-1.94444444444444,84.25,135,55,16,"Monday",21.64776162,NA,"0",2009,61,74,20,7,11,9,4,3,115,16,52,7,63,9,17,6,2,1
"3632",2009-12-10,1.94444444444444,88.375,136,57,14,"Tuesday",36.1181887164,NA,"0",2009,61,75,20,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"3633",2009-12-11,2.77777777777778,88.875,154,63,18,"Wednesday",20.549283241,NA,"0",2009,69,85,23,8,13,10,4,3,131,18,59,8,72,10,20,7,3,1
"3634",2009-12-12,2.5,88.625,143,69,14,"Thursday",19.607125566,NA,"0",2009,64,79,21,7,12,10,4,3,122,17,55,8,67,9,18,6,3,1
"3635",2009-12-13,1.38888888888889,91,114,51,16,"Friday",35.1243858416,NA,"0",2009,51,63,17,6,9,8,3,3,97,14,44,6,53,8,15,5,2,1
"3636",2009-12-14,2.5,62.25,144,59,10,"Saturday",25.97884519,NA,"0",2009,65,79,22,7,12,10,4,3,122,17,55,8,67,10,18,6,3,1
"3637",2009-12-15,3.33333333333333,80.875,109,49,7,"Sunday",14.543559708,NA,"0",2009,49,60,16,5,9,7,3,2,93,13,42,6,51,7,14,5,2,1
"3638",2009-12-16,-1.66666666666667,82.75,121,54,8,"Monday",26.583011758,NA,"0",2009,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"3639",2009-12-17,-4.44444444444444,74.75,115,56,9,"Tuesday",29.056008798,NA,"0",2009,52,63,17,6,9,8,3,3,98,14,44,6,54,8,15,5,2,1
"3640",2009-12-18,-10.5555555555556,71.875,137,65,13,"Wednesday",28.653100226,NA,"0",2009,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"3641",2009-12-19,-13.3333333333333,80.375,112,45,10,"Thursday",29.580323747,NA,"0",2009,50,62,17,6,9,8,3,3,95,13,43,6,52,7,14,5,2,1
"3642",2009-12-20,-12.5,78,150,74,11,"Friday",32.426258115,NA,"0",2009,68,82,22,8,12,10,4,3,128,18,57,8,70,10,19,6,3,1
"3643",2009-12-21,-3.05555555555556,65.375,137,60,17,"Saturday",36.0579256179,NA,"0",2009,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"3644",2009-12-22,1.38888888888889,98.625,126,55,11,"Sunday",21.047017849,NA,"0",2009,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"3645",2009-12-23,5.83333333333333,94.25,139,62,15,"Monday",19.134861487,NA,"0",2009,63,76,21,7,11,9,4,3,118,17,53,8,65,9,18,6,3,1
"3646",2009-12-24,-6.66666666666667,74.75,128,59,12,"Tuesday",19.882428505,NA,"0",2009,58,70,19,6,11,9,4,3,109,15,49,7,60,8,16,5,2,1
"3647",2009-12-25,-15.2777777777778,82.125,113,46,7,"Wednesday",13.850277526,139,"1",2009,51,62,17,6,9,8,3,3,96,14,43,6,53,7,14,5,2,1
"3648",2009-12-26,-10,83.125,125,56,20,"Thursday",18.834268869,NA,"0",2009,56,69,19,6,10,8,3,3,106,15,48,7,58,8,16,5,2,1
"3649",2009-12-27,-3.33333333333333,92.25,150,58,20,"Friday",33.0811110858,NA,"0",2009,68,82,22,8,12,10,4,3,128,18,57,8,70,10,19,6,3,1
"3650",2009-12-28,2.77777777777778,99.5,129,57,12,"Saturday",19.698724319,NA,"0",2009,58,71,19,6,11,9,4,3,110,15,49,7,60,9,16,5,2,1
"3651",2009-12-29,-1.11111111111111,88.875,126,57,12,"Sunday",31.1094341479,NA,"0",2009,57,69,19,6,10,9,3,3,107,15,48,7,59,8,16,5,2,1
"3652",2009-12-30,-2.5,97.5,132,48,11,"Monday",38.170381005,NA,"0",2009,59,73,20,7,11,9,4,3,112,16,50,7,62,9,17,6,2,1
"3653",2009-12-31,-2.5,95,133,67,14,"Tuesday",28.326452898,NA,"0",2009,60,73,20,7,11,9,4,3,113,16,51,7,62,9,17,6,2,1
"3654",2010-01-01,2.22222222222222,98.75,137,61,15,"Wednesday",13.970820661,140,"1",2010,62,75,21,7,11,9,4,3,116,16,52,7,64,9,17,6,2,1
"3655",2010-01-02,7.22222222222222,95.375,123,57,13,"Thursday",42.906359404,NA,"0",2010,55,68,18,6,10,8,3,3,105,15,47,7,58,8,16,5,2,1
"3656",2010-01-03,4.44444444444444,97.125,127,58,13,"Friday",27.985060601,NA,"0",2010,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3657",2010-01-04,10.8333333333333,91.5,146,56,12,"Saturday",25.999756746,NA,"0",2010,66,80,22,7,12,10,4,3,124,18,56,8,68,10,19,6,3,1
"3658",2010-01-05,-2.77777777777778,71.875,102,45,7,"Sunday",16.255188955,NA,"0",2010,46,56,15,5,8,7,3,2,87,12,39,6,48,7,13,4,2,1
"3659",2010-01-06,-8.33333333333333,55,127,54,14,"Monday",10.292021441,NA,"0",2010,57,70,19,6,10,9,3,3,108,15,49,7,59,8,16,5,2,1
"3660",2010-01-07,-8.88888888888889,60,116,54,8,"Tuesday",21.149708575,NA,"0",2010,52,64,17,6,10,8,3,3,99,14,44,6,54,8,15,5,2,1
"3661",2010-01-08,-7.22222222222222,68.375,118,49,15,"Wednesday",34.0261939478,NA,"0",2010,53,65,18,6,10,8,3,3,100,14,45,6,55,8,15,5,2,1
"3662",2010-01-09,-3.33333333333333,91.875,148,67,19,"Thursday",13.011959708,NA,"0",2010,67,81,22,7,12,10,4,3,126,18,57,8,69,10,19,6,3,1
"3663",2010-01-10,-8.88888888888889,83.375,121,45,16,"Friday",25.653606073,NA,"0",2010,54,67,18,6,10,8,3,3,103,15,46,7,57,8,15,5,2,1
"3664",2010-01-11,-16.9444444444444,73.25,110,46,9,"Saturday",19.047623801,NA,"0",2010,50,61,16,6,9,7,3,2,94,13,42,6,51,7,14,5,2,1
